700 475
132 180 228
131 182 229
130 181 226
127 181 227
131 179 227
133 184 229
130 183 225
128 180 227
132 183 230
136 183 227
134 182 228
132 183 226
131 184 226
131 184 228
135 184 225
136 185 228
137 184 230
136 185 226
139 184 226
139 186 232
137 186 229
137 186 229
137 186 226
137 186 227
140 188 228
139 187 225
139 188 228
139 187 227
143 188 227
144 189 230
144 189 228
143 188 227
144 189 228
145 190 229
146 188 228
145 189 226
146 190 227
146 190 225
144 190 226
146 190 225
148 190 228
148 190 228
147 191 226
148 191 223
152 191 230
148 191 223
148 193 226
149 192 226
151 192 224
150 193 225
147 192 223
149 194 223
150 194 223
151 195 222
153 194 224
153 192 221
156 193 222
158 193 221
157 194 223
156 193 222
157 192 220
160 191 220
160 194 222
157 193 219
157 193 219
159 193 220
158 192 217
158 192 217
158 192 219
157 191 218
157 191 218
160 191 219
161 191 217
161 191 215
160 192 217
158 192 217
164 191 218
161 193 214
164 192 214
160 192 213
164 192 214
163 194 214
162 192 216
164 194 218
164 192 214
165 193 215
164 191 212
165 191 214
166 191 213
164 188 212
166 190 214
166 186 210
168 195 222
160 175 178
126 125 43
121 119 0
125 122 43
118 118 20
124 128 34
126 122 33
122 124 23
129 133 22
121 126 23
134 128 44
125 120 29
118 122 27
119 115 28
127 119 34
116 111 20
114 111 30
108 112 17
121 120 28
111 115 31
104 106 9
136 129 48
120 119 36
126 121 37
110 110 22
106 104 19
125 114 32
118 108 21
123 123 35
116 112 25
116 113 34
122 119 42
121 109 37
152 117 51
160 130 60
123 117 29
139 120 52
159 111 45
200 151 93
193 151 101
126 99 28
149 131 65
137 124 45
111 107 18
120 116 42
111 107 33
114 115 35
109 112 21
102 105 14
127 121 35
116 113 18
119 121 14
124 129 37
146 137 58
151 133 49
152 132 45
123 117 29
130 119 27
139 131 22
133 126 22
127 122 28
123 120 17
127 122 31
124 123 31
134 129 48
151 140 51
131 125 27
119 114 12
141 137 38
113 119 21
121 118 21
151 136 55
1 88 159
0 88 160
1 88 159
1 89 161
0 88 158
1 89 161
0 89 159
1 89 161
2 90 162
0 91 164
0 91 161
0 90 161
0 90 163
0 89 165
1 92 162
0 93 163
0 90 166
1 91 167
0 92 165
1 92 162
1 95 165
0 93 163
1 93 166
1 93 166
0 92 167
1 93 166
1 95 169
1 95 167
0 94 168
1 95 167
0 94 168
0 94 166
0 95 169
0 96 170
1 94 171
0 97 170
0 97 168
0 98 171
1 98 167
1 99 170
0 97 170
0 96 170
0 98 173
2 98 172
0 99 174
0 98 171
0 101 173
1 99 170
1 99 172
1 99 172
2 100 173
0 99 169
1 103 177
2 100 173
1 101 177
0 100 175
3 101 174
0 102 174
0 102 174
2 102 177
0 104 177
2 104 178
0 102 174
1 105 176
1 105 176
0 104 177
1 105 176
2 102 177
3 105 179
3 105 179
3 105 179
0 107 179
4 106 180
15 105 181
13 105 182
0 105 179
2 105 180
4 108 181
3 110 182
5 109 182
0 111 181
0 110 182
1 109 184
0 111 183
7 109 183
0 111 182
3 111 184
9 109 184
7 110 185
3 111 186
2 110 183
9 111 186
7 114 184
2 112 187
0 111 183
4 112 187
16 114 189
8 110 185
16 112 186
15 111 187
13 113 188
4 114 189
7 114 186
13 115 189
13 115 187
20 113 190
28 116 190
23 116 186
15 117 191
19 116 185
12 116 189
15 115 191
18 115 192
20 118 191
24 116 191
16 118 192
13 120 192
23 120 191
24 117 194
11 119 194
22 121 189
29 120 191
23 119 195
23 119 193
30 121 194
36 119 195
28 122 194
29 120 193
28 122 194
25 123 196
26 124 197
26 122 196
23 123 198
17 123 197
33 124 197
37 123 196
28 122 194
22 126 197
27 125 200
21 128 198
32 124 199
34 127 197
45 125 198
44 126 200
35 126 197
39 126 197
47 129 203
36 127 198
36 130 202
26 131 199
34 128 202
35 129 201
39 130 200
46 129 199
48 130 204
44 128 200
39 131 206
47 129 202
48 132 204
51 131 202
50 133 203
54 131 199
46 133 204
44 133 203
55 131 206
52 134 207
52 132 203
49 131 204
50 133 203
47 135 207
48 135 202
53 137 207
56 136 205
56 136 209
56 136 207
58 135 205
57 135 207
56 136 207
56 137 203
60 139 208
54 137 207
59 139 208
62 140 206
60 139 208
56 139 207
58 141 207
60 138 210
61 140 209
63 141 207
57 142 207
67 142 210
64 143 210
62 141 208
62 143 209
70 143 211
72 142 212
70 143 211
70 145 213
65 144 210
63 144 209
67 145 209
61 146 211
67 146 213
67 147 210
67 147 210
67 148 213
70 147 215
68 146 210
70 145 212
78 149 215
74 148 213
79 150 214
81 146 212
81 150 215
77 153 215
79 148 213
79 150 212
75 151 213
80 149 214
72 151 217
86 149 218
83 151 212
79 153 216
79 153 216
85 153 214
86 151 215
83 152 217
80 151 215
85 155 217
90 153 222
88 153 219
87 154 222
88 156 219
87 155 218
90 155 219
86 156 218
85 156 218
84 155 217
88 156 219
86 157 219
87 157 217
84 159 217
94 160 221
93 157 219
88 158 218
92 156 218
99 159 221
100 158 221
100 160 222
95 159 220
95 161 221
98 162 223
95 161 221
93 162 219
96 162 220
102 164 223
102 164 221
102 162 224
101 163 224
98 164 222
98 164 222
98 165 220
99 166 221
104 164 224
105 166 221
104 165 220
103 165 226
105 166 223
103 168 226
102 167 221
106 167 224
106 168 225
108 169 226
111 167 224
107 168 225
109 169 223
109 170 225
109 169 221
115 170 226
115 170 226
114 171 226
110 171 225
115 170 226
118 171 225
118 170 227
112 172 224
116 171 227
117 172 226
121 172 227
120 173 227
121 173 230
116 174 222
118 173 227
117 175 221
123 176 228
121 174 224
119 175 226
123 174 229
115 175 227
117 178 225
121 174 228
125 178 228
124 178 225
124 178 225
124 177 227
124 178 225
127 179 226
128 178 227
130 181 228
127 179 226
127 181 227
131 181 230
130 183 227
130 183 227
133 181 229
128 181 225
137 181 226
129 183 229
134 182 230
134 183 226
131 182 227
135 184 227
133 184 227
132 183 226
133 184 227
136 183 227
135 184 227
133 186 228
136 185 226
136 187 230
137 186 227
136 184 230
137 186 226
139 186 228
142 187 228
141 186 227
141 186 227
144 187 229
144 188 227
144 187 229
143 189 225
144 189 228
143 189 225
143 188 227
143 187 224
146 191 230
146 190 227
145 189 228
147 191 226
147 191 228
147 190 225
147 191 226
148 191 226
147 192 225
151 190 229
151 192 224
149 192 227
147 192 223
151 192 224
152 191 224
148 191 223
153 194 226
152 193 223
153 192 223
152 193 223
155 191 223
155 192 221
158 193 223
155 192 219
157 192 220
160 191 220
156 193 220
157 192 220
156 192 218
160 191 219
157 193 219
161 191 217
157 193 219
161 192 220
163 193 221
160 191 219
160 192 217
164 191 218
161 193 218
162 194 217
164 191 218
164 191 218
165 191 218
161 193 218
162 192 218
162 192 216
166 192 215
164 190 215
164 190 215
165 192 213
164 192 216
164 193 211
164 190 213
164 191 212
165 191 214
163 189 212
165 186 213
171 197 222
154 172 176
110 119 40
112 110 0
130 125 44
133 132 39
124 126 29
110 114 20
120 126 18
121 122 20
123 123 27
135 131 32
130 127 22
126 125 32
124 125 32
115 114 24
121 115 21
112 108 17
115 110 19
116 116 30
124 117 29
109 110 8
107 107 19
122 117 33
106 110 15
104 105 11
119 114 32
132 117 32
126 114 28
98 98 2
119 115 24
120 113 35
123 113 26
117 105 23
127 113 38
143 126 54
122 110 34
111 105 31
135 106 50
183 134 78
192 149 98
132 111 46
121 112 37
124 112 38
117 110 22
125 115 26
106 100 16
118 116 33
121 121 33
112 112 22
119 122 33
117 113 26
122 119 22
128 128 30
158 141 63
159 136 58
152 132 46
141 125 40
129 121 36
135 129 45
121 117 18
136 126 29
117 118 25
135 131 34
129 122 31
143 127 49
149 132 52
128 120 21
132 126 32
165 156 65
116 121 21
120 117 24
160 144 67
1 88 159
0 87 158
1 89 161
0 89 159
0 89 160
0 88 158
1 89 161
1 89 161
0 88 160
1 89 161
0 90 161
2 91 161
0 89 162
2 91 161
0 92 162
0 93 163
1 92 163
1 92 162
0 92 162
2 93 164
0 92 164
1 94 164
0 91 166
1 93 168
0 92 165
0 92 165
0 94 166
0 94 168
0 94 166
0 94 168
1 95 167
1 95 167
0 96 170
2 96 168
0 97 172
2 96 170
0 98 170
2 96 170
0 97 168
2 98 172
1 97 171
0 97 172
0 98 171
0 98 173
0 98 171
0 98 173
1 99 172
2 100 173
0 98 169
0 99 173
2 100 175
0 101 173
1 99 174
0 100 175
0 100 176
4 102 175
2 103 175
0 103 174
2 102 177
2 102 177
2 102 177
1 103 177
1 101 176
0 105 177
0 104 177
1 105 176
1 105 178
2 104 176
4 104 180
5 103 176
3 105 179
2 106 179
0 107 179
0 107 176
4 106 180
5 108 183
0 107 179
0 107 179
10 108 183
7 107 182
6 108 182
7 109 184
0 108 181
3 110 182
5 109 182
16 109 187
15 108 185
12 108 184
0 112 185
3 111 184
7 114 186
4 110 186
6 112 186
0 113 181
11 111 186
9 112 189
19 112 189
13 113 188
21 113 186
25 113 187
22 112 190
6 113 185
17 113 187
18 114 190
7 115 187
19 116 187
19 116 184
8 114 188
3 117 188
15 119 190
20 118 189
4 118 191
22 116 188
26 116 192
25 120 188
11 119 191
21 119 194
16 118 190
19 120 192
28 120 193
20 121 191
23 119 195
25 118 195
21 122 194
23 122 190
33 119 192
35 124 192
23 121 194
26 123 194
26 123 194
31 123 198
31 122 193
35 121 196
25 123 194
30 123 200
32 124 197
34 125 198
39 123 193
40 124 197
36 122 197
24 124 199
27 125 196
30 126 200
40 126 199
39 127 199
40 126 199
39 127 199
46 128 204
37 125 197
43 126 202
44 128 201
42 128 201
46 130 202
48 131 201
46 125 202
42 131 201
37 129 202
48 130 204
48 130 203
53 131 203
52 133 199
43 132 202
46 133 204
49 131 205
54 133 202
56 133 201
49 133 203
58 135 205
51 133 206
45 136 206
55 135 204
53 133 204
53 136 204
52 137 204
54 137 207
57 135 207
51 135 205
52 135 205
57 138 204
64 139 207
55 139 209
60 139 208
66 141 209
56 140 210
54 138 210
59 140 206
63 140 210
63 140 210
61 141 210
63 140 212
66 140 211
63 142 209
64 141 209
67 142 210
68 143 210
69 142 211
66 144 210
63 142 209
65 144 211
64 145 211
68 145 213
68 146 210
74 145 211
66 146 219
71 146 213
75 144 211
76 145 212
70 147 215
70 148 214
69 147 213
74 148 211
78 147 214
78 149 213
74 149 214
76 147 213
79 148 215
79 148 215
75 149 214
75 150 215
75 151 213
81 152 218
79 148 217
82 150 215
82 152 214
83 151 214
86 153 221
77 152 217
87 155 218
85 153 218
85 155 217
83 152 219
86 154 217
89 153 217
87 155 218
81 157 217
89 157 220
88 156 219
88 156 219
88 156 219
86 157 219
85 159 220
90 158 221
92 157 221
88 158 220
91 159 220
95 159 221
97 159 220
98 160 221
91 160 219
94 160 220
100 162 223
96 160 221
99 161 222
99 161 220
101 161 221
96 162 220
99 164 222
97 162 220
103 165 222
102 164 221
101 163 224
103 163 223
101 163 220
102 164 221
103 165 224
102 167 223
100 165 223
102 164 223
104 165 222
106 166 228
110 167 220
108 169 223
108 168 222
108 169 224
106 167 224
108 169 226
108 169 223
105 171 223
110 170 222
113 173 227
110 173 226
114 171 226
116 171 225
115 172 227
114 171 224
113 173 227
113 173 225
116 173 228
114 174 228
116 173 226
117 173 224
116 176 226
117 172 226
123 176 230
126 176 229
124 176 226
119 175 226
120 175 229
120 176 227
119 175 226
121 177 226
119 177 225
122 178 225
121 177 226
122 178 227
124 176 226
125 179 226
127 179 227
132 180 228
127 179 227
128 180 228
129 181 229
128 181 225
131 182 229
129 183 227
128 180 227
134 181 227
133 184 229
131 181 230
135 183 229
129 183 227
133 181 227
136 183 227
136 185 228
131 184 226
135 184 227
135 186 229
134 185 228
135 187 227
137 186 227
137 184 228
136 185 226
135 187 227
141 186 227
142 185 227
139 186 228
139 187 227
143 188 229
143 188 227
142 187 226
141 189 225
141 189 227
141 189 225
141 189 227
144 189 228
142 188 224
145 190 229
151 190 229
146 190 229
147 190 225
149 192 227
147 192 225
145 189 224
147 191 226
146 190 225
154 192 229
147 192 223
149 192 226
149 193 222
152 193 225
152 193 225
152 191 224
155 194 223
153 192 225
154 191 220
152 191 222
156 193 222
156 191 221
157 192 220
157 192 220
156 191 219
158 192 220
157 192 220
158 194 220
159 193 220
160 191 219
158 192 219
157 191 218
157 191 218
162 192 218
157 191 216
159 191 216
160 192 217
159 191 216
163 191 213
164 192 216
164 190 215
164 192 216
165 191 216
162 192 216
164 192 216
164 192 214
167 191 215
167 191 215
166 190 214
168 193 215
164 190 213
165 192 213
163 189 212
165 191 214
167 192 212
163 188 210
170 194 220
159 177 177
125 127 43
122 122 0
123 122 39
123 123 33
128 129 27
119 123 28
128 125 22
130 128 25
112 116 19
124 126 27
124 122 19
130 126 27
117 116 26
122 121 39
114 119 17
109 110 16
103 107 10
118 113 19
125 124 18
110 110 14
108 114 26
116 114 29
100 101 21
113 112 29
114 108 24
120 102 20
122 110 28
118 105 26
120 115 24
105 101 14
133 117 42
129 118 39
106 107 27
114 107 39
124 109 40
119 110 43
127 105 32
177 126 69
199 153 101
140 126 65
93 101 0
98 94 20
96 92 21
122 111 31
121 108 29
112 109 32
113 116 29
113 107 29
123 119 32
125 124 31
121 117 30
129 126 29
130 123 35
142 127 46
138 126 40
141 123 39
140 134 50
132 127 45
133 128 34
137 131 35
131 128 35
125 123 23
121 121 25
127 118 23
138 130 32
138 129 34
131 121 23
175 158 68
139 134 43
121 116 32
170 151 59
0 87 158
0 87 159
1 88 159
0 90 161
0 88 156
0 89 160
1 90 160
1 89 161
0 87 159
0 89 159
0 90 163
0 87 164
1 93 160
0 90 160
0 91 164
0 91 164
1 92 165
0 91 162
0 93 163
0 90 166
0 93 163
1 93 166
0 92 167
1 93 166
2 94 167
0 92 165
0 93 167
0 93 165
1 95 169
0 94 166
1 95 167
2 96 168
1 95 167
1 94 171
0 96 167
0 96 173
0 97 166
0 96 170
0 97 170
0 97 170
0 97 168
0 98 169
2 98 172
0 99 169
1 99 174
0 99 171
0 98 173
0 98 173
1 99 172
0 99 174
0 102 176
1 99 174
0 99 175
0 98 171
0 101 175
4 102 173
1 101 176
3 101 174
2 102 177
5 103 174
1 102 174
4 102 175
0 102 177
0 102 177
0 102 176
1 105 178
1 103 175
0 105 179
2 104 176
3 103 178
1 105 176
6 106 181
7 105 178
3 107 180
0 106 179
0 107 175
2 108 184
0 108 180
1 109 182
4 111 183
4 110 184
1 109 182
6 108 182
13 107 181
9 110 182
3 110 182
7 111 184
14 107 184
10 110 185
0 114 185
3 109 183
3 113 188
7 108 186
14 112 183
17 110 187
17 113 187
9 113 186
10 112 186
8 115 187
16 113 182
23 113 191
11 116 184
10 117 189
12 114 188
2 114 188
7 115 187
9 116 188
24 115 186
20 113 190
8 117 186
14 116 190
11 118 190
21 115 189
36 118 192
25 117 190
17 119 191
23 119 195
28 119 189
31 118 195
22 118 194
33 119 192
17 119 193
13 119 193
17 121 192
10 122 196
30 121 194
31 121 197
20 122 194
16 122 196
29 121 198
31 124 194
26 122 196
34 122 194
34 121 198
23 123 198
32 123 196
42 122 193
44 123 198
41 123 197
34 126 199
27 123 199
32 129 200
30 124 196
33 127 201
35 127 200
36 129 198
43 129 204
30 127 196
35 129 201
46 125 200
42 128 203
47 130 200
43 129 202
42 130 202
45 129 202
51 129 201
44 131 202
50 130 203
40 133 203
51 131 202
51 131 202
46 134 206
42 130 202
48 132 204
55 134 201
53 133 202
64 134 203
61 134 203
42 133 203
51 135 205
52 135 201
55 138 208
57 134 206
52 137 204
50 137 206
54 137 207
53 137 207
49 138 206
57 140 208
61 138 208
57 140 210
58 138 209
59 139 208
54 138 210
62 139 207
56 141 206
56 140 210
63 140 208
68 138 207
62 141 208
68 141 210
63 140 210
59 142 208
62 141 208
66 141 209
69 142 211
66 143 211
66 143 211
72 145 214
73 143 213
70 145 213
70 145 210
67 144 212
67 146 213
71 143 215
76 145 212
72 145 213
70 148 212
75 144 213
73 148 216
67 147 208
76 149 217
76 147 209
75 150 217
76 150 215
76 149 217
81 148 218
76 150 213
78 152 217
71 149 213
82 151 218
79 148 217
81 152 216
81 150 215
81 152 216
82 153 217
76 154 218
83 151 216
91 157 218
80 151 215
85 155 215
87 155 218
87 155 218
86 156 218
87 157 219
85 156 218
88 156 219
86 156 218
92 157 221
89 159 219
87 157 219
91 156 220
92 157 221
90 156 217
90 158 219
93 159 220
97 159 220
94 160 220
94 160 218
99 161 222
99 161 222
96 162 222
98 160 221
99 161 220
99 161 220
104 163 223
103 164 221
98 164 224
100 165 223
102 164 221
100 162 223
103 163 223
105 166 221
106 165 225
104 167 218
104 167 221
104 164 224
106 166 226
104 166 223
105 168 222
107 166 222
109 168 226
104 170 222
107 168 223
106 168 225
110 166 223
110 171 226
109 170 224
109 172 225
109 170 224
108 169 223
110 171 225
117 169 226
111 173 224
115 171 228
112 174 225
115 172 227
113 174 228
113 175 226
115 173 223
117 174 227
119 175 226
117 174 229
118 174 225
120 176 227
118 176 224
114 174 226
118 176 226
120 175 229
124 176 226
124 177 227
118 179 224
121 177 228
124 177 227
129 176 228
122 178 227
123 179 228
125 179 226
129 180 227
128 178 227
126 180 227
127 177 226
127 181 227
124 183 223
130 181 228
131 179 227
133 181 227
133 184 231
129 182 226
129 183 227
129 183 227
133 184 231
139 181 229
132 183 226
134 182 228
130 185 226
135 184 225
137 186 229
142 185 230
137 186 227
138 186 226
141 184 229
139 187 227
136 188 227
137 186 226
136 187 230
138 187 227
138 187 227
140 188 226
141 189 229
140 188 226
140 188 226
141 189 227
142 190 228
143 189 225
142 190 228
145 189 226
145 189 228
146 188 226
146 190 225
150 190 225
148 193 226
147 189 227
147 192 225
148 190 228
148 193 224
151 190 229
150 191 221
152 190 226
149 194 223
151 192 224
152 193 225
155 191 223
152 191 222
155 191 223
154 193 224
154 191 220
156 193 222
158 193 221
158 192 220
156 191 219
159 193 221
156 193 219
159 193 220
158 192 219
161 192 220
159 193 220
158 192 219
160 192 217
160 194 219
161 191 217
159 193 218
157 191 216
157 191 216
161 191 217
164 191 218
162 192 216
166 192 217
161 191 215
165 191 216
162 189 216
162 189 216
165 193 214
164 192 214
165 193 214
163 191 213
164 192 213
165 191 214
165 192 213
165 191 214
166 190 216
162 188 205
172 198 221
155 169 169
131 129 42
128 123 3
125 129 45
125 125 37
124 121 28
126 127 33
133 130 27
127 130 23
116 124 12
132 136 39
130 125 31
142 138 39
128 123 31
128 122 28
121 121 21
120 118 35
106 108 1
119 117 17
124 121 16
108 105 8
114 117 36
121 122 28
107 101 25
104 101 22
119 106 27
128 114 41
118 107 28
117 105 5
129 112 34
116 109 31
121 111 26
139 124 39
128 118 47
122 111 47
117 101 41
137 121 62
146 127 51
185 139 80
202 165 112
168 147 90
96 98 0
113 111 36
120 112 31
118 110 37
126 113 34
113 109 22
106 108 35
111 104 26
116 110 22
126 120 34
123 122 39
126 120 32
117 113 5
138 129 52
140 129 50
126 117 48
144 128 50
139 125 36
148 134 45
129 129 33
122 120 17
133 128 36
133 126 35
139 129 44
126 122 22
134 128 42
133 117 40
166 145 62
141 130 50
118 115 38
166 144 61
0 86 157
0 87 158
0 90 161
0 88 158
0 91 162
0 88 156
1 89 161
0 88 160
1 90 160
0 91 161
1 89 163
0 90 166
2 91 159
0 91 162
0 88 164
0 90 166
1 91 167
0 91 164
0 92 162
2 93 166
0 92 161
2 94 167
0 90 165
0 92 167
1 93 166
1 93 166
0 94 166
0 93 167
1 95 167
0 94 168
1 95 167
1 95 167
1 95 169
0 95 169
1 94 171
0 96 167
2 95 172
0 99 167
0 96 172
0 97 170
0 97 168
1 97 171
0 98 169
1 97 171
0 100 170
0 98 173
0 99 174
0 98 173
1 98 175
0 100 175
0 99 171
0 101 173
1 99 174
0 103 172
0 99 174
0 100 175
3 99 175
5 101 175
4 102 177
3 106 175
5 101 175
2 104 176
0 102 177
1 103 178
0 104 177
1 103 177
0 102 177
0 106 176
1 104 179
3 105 177
0 106 178
5 106 178
15 106 179
0 106 180
1 108 178
4 107 184
1 108 180
0 108 185
5 107 179
5 107 181
3 109 183
1 109 182
5 109 182
7 111 182
8 108 183
0 110 182
2 110 183
7 111 184
6 109 184
3 109 185
2 113 185
6 109 188
1 112 184
5 112 184
8 112 185
11 111 186
9 113 186
0 114 187
1 114 182
2 116 187
22 115 182
13 113 191
4 117 185
12 114 186
13 115 190
23 113 189
20 118 193
25 118 185
27 115 189
25 116 189
19 117 192
26 118 191
23 116 193
26 116 192
25 119 191
17 117 192
23 116 193
12 120 195
16 117 189
24 120 196
27 119 196
22 118 194
22 120 193
12 120 195
30 122 197
24 120 196
28 119 198
28 120 195
23 121 194
28 122 194
33 124 197
25 122 193
27 125 198
37 123 196
26 122 196
32 125 195
34 125 198
37 123 198
36 127 200
21 123 197
31 125 197
37 123 198
33 129 203
35 128 197
34 127 196
44 126 199
40 127 198
41 129 203
43 127 200
37 129 202
40 128 200
45 129 202
42 129 200
45 128 204
51 131 204
45 129 201
42 130 202
44 131 200
47 131 204
52 133 199
53 133 204
52 129 199
49 133 205
46 132 205
52 133 199
56 132 207
46 133 204
47 134 201
54 133 202
58 132 207
55 133 205
61 133 205
60 137 209
52 135 203
59 137 209
55 138 204
58 137 206
50 139 205
55 138 208
56 139 209
58 138 207
59 137 209
52 136 208
53 140 209
55 140 207
55 138 204
59 138 205
68 136 207
63 140 210
62 142 213
60 143 209
60 139 206
62 142 213
63 143 212
69 142 211
74 143 212
64 141 209
63 144 210
65 144 211
69 142 210
71 144 212
71 143 215
65 145 214
72 146 209
75 145 214
74 147 215
72 147 215
76 145 214
77 147 216
75 146 212
76 150 215
79 148 213
75 149 212
72 150 212
78 149 215
80 149 216
78 149 211
75 151 213
76 150 213
73 151 215
80 150 212
87 153 214
87 152 216
84 152 217
82 153 215
79 149 211
84 154 216
85 155 217
87 152 218
86 155 214
87 155 220
85 153 218
84 155 217
86 156 218
85 155 217
87 156 221
83 157 218
87 155 218
87 157 217
89 157 218
88 156 217
91 159 220
93 157 219
94 160 221
91 157 218
96 160 221
93 159 219
95 161 221
101 160 220
101 160 220
95 161 221
90 159 218
98 162 223
100 160 220
99 164 222
99 164 222
101 160 220
102 162 224
103 163 223
101 163 220
102 164 225
102 164 223
99 164 220
103 163 223
104 165 220
101 167 219
103 165 222
106 168 225
104 166 223
105 165 227
105 168 221
103 168 222
104 169 225
107 169 226
111 168 221
111 170 226
113 168 222
114 170 229
114 169 225
112 169 224
114 169 225
113 170 225
114 171 224
116 171 228
117 172 226
116 171 227
114 171 224
116 173 228
115 173 223
118 173 227
115 173 223
116 176 230
112 174 223
120 175 229
118 174 223
120 176 227
119 177 227
121 177 228
121 177 226
123 176 228
124 178 225
121 177 228
123 176 228
121 177 228
127 177 228
126 180 227
123 181 227
128 178 227
129 179 228
127 181 227
130 181 228
128 178 227
127 181 227
126 183 228
129 180 225
135 181 231
129 180 225
133 184 227
131 183 230
132 183 226
132 183 228
130 181 228
130 184 228
135 184 227
130 183 227
135 182 226
134 186 226
137 184 228
137 184 228
137 186 226
139 186 228
141 184 226
141 186 228
139 189 226
139 186 228
138 185 229
140 187 229
139 186 228
139 187 227
143 188 229
143 188 227
142 187 228
144 188 227
143 188 227
145 189 226
143 187 224
144 190 226
147 189 229
143 189 225
147 190 225
149 192 226
147 190 224
152 192 228
150 189 228
148 191 225
149 189 225
149 192 224
154 190 226
152 191 222
149 192 224
151 192 224
152 191 222
154 193 224
153 190 219
154 193 224
155 192 221
155 192 221
157 192 222
157 191 219
156 193 220
157 192 220
158 193 221
160 191 220
156 193 219
157 191 218
162 192 220
160 191 219
161 192 220
160 192 217
163 190 217
157 191 216
161 191 217
159 191 216
160 192 217
158 192 217
162 192 218
162 192 216
164 192 216
160 192 215
162 192 216
161 191 215
164 190 215
161 192 212
162 193 213
163 191 213
165 193 214
163 191 213
167 194 215
164 190 213
165 190 212
168 190 211
164 189 211
175 193 217
152 167 170
120 122 25
121 121 7
124 122 35
124 125 32
118 118 30
120 120 34
129 128 36
113 119 13
115 122 19
127 133 35
116 109 21
134 128 30
127 126 33
127 126 36
115 117 20
128 125 44
123 117 21
124 122 19
125 124 18
99 110 18
95 96 2
118 114 27
124 114 27
118 113 22
129 113 35
127 119 46
127 114 35
113 108 4
123 113 26
125 114 25
133 118 35
137 117 31
120 108 26
106 104 29
99 92 22
121 106 51
148 130 68
162 129 58
191 137 73
183 142 76
106 97 4
118 111 30
127 121 37
119 115 28
114 108 22
120 111 32
109 103 15
96 97 17
120 114 38
123 119 45
122 119 22
134 131 38
126 118 37
142 128 40
161 145 60
137 128 35
123 119 20
135 119 32
135 127 46
135 129 33
126 124 21
142 138 51
134 131 36
121 120 28
128 122 26
130 122 23
124 119 28
122 123 19
135 128 37
124 123 33
156 141 56
0 86 157
0 88 160
1 88 159
0 89 160
0 89 159
0 90 161
0 89 159
1 89 161
0 91 161
0 90 160
2 90 162
0 90 160
1 88 165
0 89 162
0 89 165
0 90 163
0 91 164
0 90 161
0 92 165
0 91 164
0 93 167
0 91 164
0 91 168
0 92 167
0 92 165
1 93 166
1 95 169
1 95 167
1 95 169
1 95 167
1 95 167
1 95 167
1 95 169
1 95 169
0 95 171
0 95 169
0 97 168
1 97 171
1 98 169
0 98 171
0 96 172
0 96 170
0 97 172
0 97 168
0 98 173
0 97 168
2 100 173
1 99 172
0 98 171
1 99 172
0 100 172
0 98 173
0 100 176
0 101 173
0 102 176
0 100 175
3 101 174
5 103 176
0 102 176
1 103 177
0 104 177
2 104 178
0 102 175
2 104 178
0 106 178
1 103 177
3 103 178
1 103 178
2 106 177
1 105 178
0 107 177
3 107 180
7 107 182
4 105 177
0 107 179
4 104 180
0 107 180
3 107 180
1 109 182
11 108 185
2 108 182
5 105 183
4 107 184
0 107 182
0 112 184
4 105 183
7 109 184
0 108 180
3 109 183
3 111 184
8 110 184
5 111 185
10 112 186
3 116 184
2 113 184
1 112 184
5 111 187
7 115 187
9 118 187
14 112 187
22 113 186
13 113 189
10 114 187
12 115 184
12 114 188
18 116 187
9 117 182
14 114 190
24 114 190
23 117 191
13 115 187
18 116 191
22 114 187
28 119 192
10 116 190
23 119 193
24 116 193
5 122 192
24 116 193
18 121 190
2 120 194
25 119 193
25 118 195
26 123 192
31 119 193
21 122 192
19 121 195
27 121 195
34 123 193
37 121 193
41 123 196
29 121 196
35 124 194
36 122 195
22 123 193
31 123 198
22 124 196
30 123 200
36 122 195
31 125 195
30 127 198
34 126 203
39 127 199
39 128 198
43 127 200
35 126 199
36 127 198
45 127 200
36 126 202
40 128 200
48 128 201
46 130 202
41 130 198
48 127 204
53 131 203
43 129 202
39 132 202
51 129 201
49 131 205
49 132 198
53 130 202
55 132 204
54 133 202
49 131 204
52 132 205
48 132 204
42 130 202
48 137 205
56 135 202
55 135 206
52 134 207
53 136 206
53 136 206
60 137 205
57 135 207
60 134 205
61 138 206
58 139 204
58 136 208
53 137 207
58 139 205
58 138 207
53 135 208
56 139 205
57 140 208
56 139 207
63 140 212
56 141 208
57 140 208
69 139 211
64 138 209
61 139 213
58 140 213
61 144 212
68 143 210
69 144 211
60 140 209
63 143 212
66 143 211
70 144 209
70 145 212
70 142 216
68 146 212
70 145 213
72 147 212
68 145 213
69 147 211
73 146 215
75 145 214
69 148 214
69 147 211
80 149 216
77 148 212
75 149 214
79 148 215
78 149 215
81 149 212
82 146 217
83 151 216
76 150 213
71 153 213
80 151 213
83 150 218
79 153 216
83 153 215
85 153 214
86 151 215
81 152 216
87 153 214
88 156 219
85 155 214
85 156 220
87 155 218
83 154 216
85 155 217
84 155 219
88 156 219
87 155 218
88 158 218
92 158 219
91 157 218
96 157 220
93 157 219
91 157 217
97 159 220
96 160 221
90 160 219
92 161 220
92 161 218
96 160 221
96 160 221
97 159 220
97 161 222
102 162 224
97 163 221
92 163 219
99 164 222
103 163 223
109 163 227
102 162 224
99 164 220
103 165 222
101 163 222
103 163 223
102 164 223
103 165 224
105 163 227
